anon_polygon_id,year,start,end,duration_days,n_points,min_z,mean_z,ndvi_deficit,severity,kind,confidence,drivers,explanation,sensors
AOI-0021,2023,2023-05-12,2023-06-07,27,8,-2.06,-1.51,0.346,критическая,стресс,0.98,['избыток осадков'],"12 мая – 7 июня 2023, 27 дней, 8 наблюдений. NDVI ниже нормы в среднем на 1.5σ (минимум -2.1σ), это 0.35 по шкале NDVI. Осадки за 60 дней до эпизода: 112 мм при норме 58 мм (191 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Вероятная причина: переувлажнение — вымокание посева или сорванные полевые работы.","['landsat', 'modis', 's2']"
AOI-0021,2024,2024-07-18,2024-07-20,3,3,-1.04,-1.02,0.244,угнетение,стресс,0.71,"['дефицит осадков', 'аномальная жара']","18 июля – 20 июля 2024, 3 дня, 3 наблюдения. NDVI ниже нормы в среднем на 1.0σ (минимум -1.0σ), это 0.24 по шкале NDVI. Осадки за 60 дней до эпизода: 28 мм при норме 100 мм (28 % нормы). Дней жарче 30 °C за предшествующий месяц: 8 при норме 1. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Вероятная причина: почвенная засуха на фоне аномальной жары.","['landsat', 's2']"
AOI-0022,2013,2013-04-24,2013-05-09,16,4,-1.59,-1.35,0.343,угнетение,стресс,0.55,[],"24 апреля – 9 мая 2013, 16 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.3σ (минимум -1.6σ), это 0.34 по шкале NDVI. Осадки за 60 дней до эпизода: 27 мм при норме 34 мм (79 % нормы). Все наблюдения эпизода с одного сенсора (Landsat). Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.",['landsat']
AOI-0022,2015,2015-05-15,2015-06-16,33,10,-2.11,-1.73,0.37,критическая,стресс,0.99,['избыток осадков'],"15 мая – 16 июня 2015, 33 дня, 10 наблюдений. NDVI ниже нормы в среднем на 1.7σ (минимум -2.1σ), это 0.37 по шкале NDVI. Осадки за 60 дней до эпизода: 130 мм при норме 69 мм (188 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Вероятная причина: переувлажнение — вымокание посева или сорванные полевые работы.","['landsat', 'modis']"
AOI-0022,2018,2018-04-29,2018-05-03,5,4,-1.37,-1.28,0.33,угнетение,стресс,0.75,['дефицит осадков'],"29 апреля – 3 мая 2018, 5 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.3σ (минимум -1.4σ), это 0.33 по шкале NDVI. Осадки за 60 дней до эпизода: 22 мм при норме 39 мм (56 % нормы). Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Вероятная причина: дефицит влаги.","['landsat', 's2']"
AOI-0022,2020,2020-05-10,2020-05-20,11,5,-1.28,-1.17,0.293,угнетение,стресс,0.71,[],"10 мая – 20 мая 2020, 11 дней, 5 наблюдений. NDVI ниже нормы в среднем на 1.2σ (минимум -1.3σ), это 0.29 по шкале NDVI. Осадки за 60 дней до эпизода: 44 мм при норме 70 мм (64 % нормы). Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 's2']"
AOI-0022,2022,2022-05-09,2022-06-01,24,8,-1.86,-1.48,0.353,угнетение,стресс,0.87,[],"9 мая – 1 июня 2022, 24 дня, 8 наблюдений. NDVI ниже нормы в среднем на 1.5σ (минимум -1.9σ), это 0.35 по шкале NDVI. Осадки за 60 дней до эпизода: 67 мм при норме 53 мм (128 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis', 's2']"
AOI-0022,2024,2024-05-04,2024-05-07,4,3,-1.31,-1.28,0.341,угнетение,стресс,0.71,['дефицит осадков'],"4 мая – 7 мая 2024, 4 дня, 3 наблюдения. NDVI ниже нормы в среднем на 1.3σ (минимум -1.3σ), это 0.34 по шкале NDVI. Осадки за 60 дней до эпизода: 20 мм при норме 47 мм (43 % нормы). Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Вероятная причина: дефицит влаги.","['landsat', 's2']"
AOI-0022,2024,2024-05-21,2024-06-30,41,18,-2.86,-1.93,0.376,критическая,стресс,0.99,['дефицит осадков'],"21 мая – 30 июня 2024, 41 день, 18 наблюдений. NDVI ниже нормы в среднем на 1.9σ (минимум -2.9σ), это 0.38 по шкале NDVI. Осадки за 60 дней до эпизода: 30 мм при норме 99 мм (30 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Вероятная причина: дефицит влаги.","['landsat', 'modis', 's2']"
AOI-0023,2010,2010-04-15,2010-05-01,17,5,-1.52,-1.39,0.364,угнетение,стресс,0.59,[],"15 апреля – 1 мая 2010, 17 дней, 5 наблюдений. NDVI ниже нормы в среднем на 1.4σ (минимум -1.5σ), это 0.36 по шкале NDVI. Осадки за 60 дней до эпизода: 24 мм при норме 21 мм (114 % нормы). Все наблюдения эпизода с одного сенсора (Landsat). Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.",['landsat']
AOI-0023,2010,2010-06-02,2010-06-11,10,3,-3.05,-2.29,0.402,критическая,низкое качество данных,0.29,[],"2 июня – 11 июня 2010, 10 дней, 3 наблюдения. NDVI ниже нормы в среднем на 2.3σ (минимум -3.0σ), это 0.40 по шкале NDVI. Осадки за 60 дней до эпизода: 140 мм при норме 109 мм (128 % нормы). Все наблюдения эпизода с одного сенсора (Landsat). Мало наблюдений и один источник — возможен остаточный облачный эффект.",['landsat']
AOI-0023,2013,2013-06-10,2013-07-04,25,6,-2.04,-1.52,0.336,критическая,стресс,0.91,['дефицит осадков'],"10 июня – 4 июля 2013, 25 дней, 6 наблюдений. NDVI ниже нормы в среднем на 1.5σ (минимум -2.0σ), это 0.34 по шкале NDVI. Осадки за 60 дней до эпизода: 48 мм при норме 110 мм (43 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Вероятная причина: дефицит влаги.","['landsat', 'modis']"
AOI-0023,2014,2014-04-18,2014-05-04,17,4,-1.35,-1.23,0.338,угнетение,стресс,0.71,[],"18 апреля – 4 мая 2014, 17 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.2σ (минимум -1.4σ), это 0.34 по шкале NDVI. Осадки за 60 дней до эпизода: 22 мм при норме 28 мм (76 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis']"
AOI-0023,2014,2014-05-29,2014-06-06,9,3,-1.56,-1.23,0.229,угнетение,низкое качество данных,0.29,[],"29 мая – 6 июня 2014, 9 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.2σ (минимум -1.6σ), это 0.23 по шкале NDVI. Осадки за 60 дней до эпизода: 100 мм при норме 108 мм (93 % нормы). Все наблюдения эпизода с одного сенсора (Landsat). Мало наблюдений и один источник — возможен остаточный облачный эффект.",['landsat']
AOI-0023,2016,2016-04-07,2016-05-01,25,7,-1.4,-1.2,0.319,угнетение,стресс,0.94,['дефицит осадков'],"7 апреля – 1 мая 2016, 25 дней, 7 наблюдений. NDVI ниже нормы в среднем на 1.2σ (минимум -1.4σ), это 0.32 по шкале NDVI. Осадки за 60 дней до эпизода: 4 мм при норме 8 мм (43 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Вероятная причина: дефицит влаги.","['landsat', 'modis']"
AOI-0023,2018,2018-04-11,2018-05-03,23,8,-1.71,-1.36,0.361,угнетение,стресс,0.96,['дефицит осадков'],"11 апреля – 3 мая 2018, 23 дня, 8 наблюдений. NDVI ниже нормы в среднем на 1.4σ (минимум -1.7σ), это 0.36 по шкале NDVI. Осадки за 60 дней до эпизода: 4 мм при норме 11 мм (42 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Вероятная причина: дефицит влаги.","['landsat', 'modis', 's2']"
AOI-0023,2019,2019-06-20,2019-07-02,13,7,-1.35,-1.22,0.303,угнетение,стресс,0.78,[],"20 июня – 2 июля 2019, 13 дней, 7 наблюдений. NDVI ниже нормы в среднем на 1.2σ (минимум -1.3σ), это 0.30 по шкале NDVI. Осадки за 60 дней до эпизода: 72 мм при норме 112 мм (65 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis', 's2']"
AOI-0023,2020,2020-06-14,2020-07-06,23,9,-2.05,-1.26,0.298,критическая,стресс,0.86,[],"14 июня – 6 июля 2020, 23 дня, 9 наблюдений. NDVI ниже нормы в среднем на 1.3σ (минимум -2.1σ), это 0.30 по шкале NDVI. Осадки за 60 дней до эпизода: 148 мм при норме 109 мм (136 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis', 's2']"
AOI-0023,2021,2021-04-30,2021-05-16,17,8,-1.29,-1.13,0.311,угнетение,стресс,0.93,['избыток осадков'],"30 апреля – 16 мая 2021, 17 дней, 8 наблюдений. NDVI ниже нормы в среднем на 1.1σ (минимум -1.3σ), это 0.31 по шкале NDVI. Осадки за 60 дней до эпизода: 105 мм при норме 38 мм (274 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Вероятная причина: переувлажнение — вымокание посева или сорванные полевые работы.","['landsat', 'modis', 's2']"
AOI-0023,2023,2023-04-27,2023-06-07,42,11,-2.64,-1.58,0.366,критическая,стресс,0.99,['избыток осадков'],"27 апреля – 7 июня 2023, 42 дня, 11 наблюдений. NDVI ниже нормы в среднем на 1.6σ (минимум -2.6σ), это 0.37 по шкале NDVI. Осадки за 60 дней до эпизода: 63 мм при норме 34 мм (186 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Вероятная причина: переувлажнение — вымокание посева или сорванные полевые работы.","['landsat', 'modis', 's2']"
AOI-0023,2024,2024-06-28,2024-07-18,21,11,-1.32,-1.13,0.29,угнетение,стресс,0.95,['дефицит осадков'],"28 июня – 18 июля 2024, 21 день, 11 наблюдений. NDVI ниже нормы в среднем на 1.1σ (минимум -1.3σ), это 0.29 по шкале NDVI. Осадки за 60 дней до эпизода: 38 мм при норме 121 мм (32 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Вероятная причина: дефицит влаги.","['landsat', 'modis', 's2']"
AOI-0026,2016,2016-05-25,2016-06-18,25,4,-1.52,-1.22,0.308,угнетение,стресс,0.75,[],"25 мая – 18 июня 2016, 25 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.2σ (минимум -1.5σ), это 0.31 по шкале NDVI. Осадки за 60 дней до эпизода: 147 мм при норме 100 мм (147 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis']"
AOI-0026,2019,2019-09-15,2019-09-28,14,3,-1.34,-1.2,0.119,угнетение,стресс,0.66,[],"15 сентября – 28 сентября 2019, 14 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.2σ (минимум -1.3σ), это 0.12 по шкале NDVI. Осадки за 60 дней до эпизода: 50 мм при норме 37 мм (135 % нормы). Дней жарче 30 °C за предшествующий месяц: 2 при норме 0. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Эпизод приходится на осень: у озимых это период сева и всходов, низкий NDVI здесь говорит о плохом развитии всходов, а не о гибели посева. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 's2']"
AOI-0026,2020,2020-04-25,2020-06-14,51,16,-2.54,-1.7,0.425,критическая,стресс,0.99,['дефицит осадков'],"25 апреля – 14 июня 2020, 51 день, 16 наблюдений. NDVI ниже нормы в среднем на 1.7σ (минимум -2.5σ), это 0.42 по шкале NDVI. Осадки за 60 дней до эпизода: 17 мм при норме 35 мм (50 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Вероятная причина: дефицит влаги.","['landsat', 'modis', 's2']"
AOI-0026,2024,2024-05-09,2024-06-13,36,9,-2.08,-1.75,0.434,критическая,стресс,0.99,['дефицит осадков'],"9 мая – 13 июня 2024, 36 дней, 9 наблюдений. NDVI ниже нормы в среднем на 1.7σ (минимум -2.1σ), это 0.43 по шкале NDVI. Осадки за 60 дней до эпизода: 14 мм при норме 72 мм (20 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Вероятная причина: дефицит влаги.","['landsat', 'modis', 's2']"
AOI-0027,2013,2013-06-10,2013-06-26,17,3,-1.79,-1.57,0.26,угнетение,низкое качество данных,0.33,[],"10 июня – 26 июня 2013, 17 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.6σ (минимум -1.8σ), это 0.26 по шкале NDVI. Все наблюдения эпизода с одного сенсора (Landsat). Мало наблюдений и один источник — возможен остаточный облачный эффект.",['landsat']
AOI-0027,2014,2014-07-31,2014-08-24,25,5,-1.5,-1.23,0.21,угнетение,уборка,0.78,[],"31 июля – 24 августа 2014, 25 дней, 5 наблюдений. NDVI ниже нормы в среднем на 1.2σ (минимум -1.5σ), это 0.21 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, MODIS. Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.","['landsat', 'modis']"
AOI-0027,2017,2017-08-04,2017-08-29,26,8,-1.68,-1.38,0.223,угнетение,уборка,0.88,[],"4 августа – 29 августа 2017, 26 дней, 8 наблюдений. NDVI ниже нормы в среднем на 1.4σ (минимум -1.7σ), это 0.22 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.","['landsat', 'modis', 's2']"
AOI-0027,2019,2019-04-26,2019-05-21,26,8,-1.49,-1.11,0.232,угнетение,стресс,0.88,[],"26 апреля – 21 мая 2019, 26 дней, 8 наблюдений. NDVI ниже нормы в среднем на 1.1σ (минимум -1.5σ), это 0.23 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis', 's2']"
AOI-0027,2020,2020-07-14,2020-07-19,6,3,-1.62,-1.32,0.241,угнетение,уборка,0.62,[],"14 июля – 19 июля 2020, 6 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.3σ (минимум -1.6σ), это 0.24 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.","['landsat', 's2']"
AOI-0027,2021,2021-04-29,2021-05-23,25,8,-1.76,-1.22,0.256,угнетение,стресс,0.88,[],"29 апреля – 23 мая 2021, 25 дней, 8 наблюдений. NDVI ниже нормы в среднем на 1.2σ (минимум -1.8σ), это 0.26 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis', 's2']"
AOI-0027,2024,2024-05-23,2024-06-08,17,4,-2.33,-1.97,0.364,критическая,стресс,0.71,[],"23 мая – 8 июня 2024, 17 дней, 4 наблюдения. NDVI ниже нормы в среднем на 2.0σ (минимум -2.3σ), это 0.36 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 's2']"
AOI-0027,2024,2024-06-28,2024-07-03,6,3,-1.48,-1.35,0.243,угнетение,уборка,0.62,[],"28 июня – 3 июля 2024, 6 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.4σ (минимум -1.5σ), это 0.24 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.","['landsat', 's2']"
AOI-0027,2024,2024-08-17,2024-08-27,11,4,-1.28,-1.25,0.198,угнетение,уборка,0.68,[],"17 августа – 27 августа 2024, 11 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.2σ (минимум -1.3σ), это 0.20 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.","['landsat', 's2']"
AOI-0030,2010,2010-04-23,2010-05-09,17,3,-1.49,-1.34,0.166,угнетение,стресс,0.68,[],"23 апреля – 9 мая 2010, 17 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.3σ (минимум -1.5σ), это 0.17 по шкале NDVI. Осадки за 60 дней до эпизода: 30 мм при норме 33 мм (92 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis']"
AOI-0030,2011,2011-04-18,2011-04-26,9,3,-2.06,-1.79,0.225,критическая,стресс,0.74,['избыток осадков'],"18 апреля – 26 апреля 2011, 9 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.8σ (минимум -2.1σ), это 0.23 по шкале NDVI. Осадки за 60 дней до эпизода: 36 мм при норме 22 мм (163 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Вероятная причина: переувлажнение — вымокание посева или сорванные полевые работы.","['landsat', 'modis']"
AOI-0030,2020,2020-04-25,2020-05-04,10,4,-1.28,-1.14,0.154,угнетение,стресс,0.78,['дефицит осадков'],"25 апреля – 4 мая 2020, 10 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.1σ (минимум -1.3σ), это 0.15 по шкале NDVI. Осадки за 60 дней до эпизода: 17 мм при норме 34 мм (51 % нормы). Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Вероятная причина: дефицит влаги.","['landsat', 's2']"
AOI-0033,2010,2010-04-25,2010-05-04,10,3,-1.07,-1.05,0.259,угнетение,стресс,0.59,['дефицит осадков'],"25 апреля – 4 мая 2010, 10 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.1σ (минимум -1.1σ), это 0.26 по шкале NDVI. Осадки за 60 дней до эпизода: 19 мм при норме 33 мм (58 % нормы). Все наблюдения эпизода с одного сенсора (Landsat). Вероятная причина: дефицит влаги.",['landsat']
AOI-0033,2011,2011-05-30,2011-06-08,10,3,-1.25,-1.16,0.237,угнетение,низкое качество данных,0.29,[],"30 мая – 8 июня 2011, 10 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.2σ (минимум -1.3σ), это 0.24 по шкале NDVI. Осадки за 60 дней до эпизода: 137 мм при норме 87 мм (158 % нормы). Все наблюдения эпизода с одного сенсора (Landsat). Мало наблюдений и один источник — возможен остаточный облачный эффект.",['landsat']
AOI-0033,2013,2013-05-04,2013-06-12,40,10,-1.29,-1.16,0.26,угнетение,стресс,0.9,[],"4 мая – 12 июня 2013, 40 дней, 10 наблюдений. NDVI ниже нормы в среднем на 1.2σ (минимум -1.3σ), это 0.26 по шкале NDVI. Осадки за 60 дней до эпизода: 35 мм при норме 39 мм (89 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis']"
AOI-0033,2015,2015-04-07,2015-04-24,18,4,-1.27,-1.18,0.264,угнетение,стресс,0.81,['избыток осадков'],"7 апреля – 24 апреля 2015, 18 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.2σ (минимум -1.3σ), это 0.26 по шкале NDVI. Осадки за 60 дней до эпизода: 17 мм при норме 3 мм (548 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Вероятная причина: переувлажнение — вымокание посева или сорванные полевые работы.","['landsat', 'modis']"
AOI-0033,2017,2017-04-29,2017-05-07,9,4,-1.1,-1.06,0.268,угнетение,стресс,0.67,[],"29 апреля – 7 мая 2017, 9 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.1σ (минимум -1.1σ), это 0.27 по шкале NDVI. Осадки за 60 дней до эпизода: 51 мм при норме 33 мм (153 % нормы). Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 's2']"
AOI-0033,2019,2019-04-10,2019-04-19,10,3,-1.06,-1.04,0.228,угнетение,стресс,0.74,['избыток осадков'],"10 апреля – 19 апреля 2019, 10 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.0σ (минимум -1.1σ), это 0.23 по шкале NDVI. Осадки за 60 дней до эпизода: 13 мм при норме 6 мм (202 % нормы). Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Вероятная причина: переувлажнение — вымокание посева или сорванные полевые работы.","['landsat', 's2']"
AOI-0033,2019,2019-05-12,2019-06-22,42,19,-1.55,-1.3,0.26,угнетение,стресс,0.99,['избыток осадков'],"12 мая – 22 июня 2019, 42 дня, 19 наблюдений. NDVI ниже нормы в среднем на 1.3σ (минимум -1.5σ), это 0.26 по шкале NDVI. Осадки за 60 дней до эпизода: 76 мм при норме 40 мм (187 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Вероятная причина: переувлажнение — вымокание посева или сорванные полевые работы.","['landsat', 'modis', 's2']"
AOI-0033,2021,2021-04-04,2021-04-22,19,5,-1.61,-1.41,0.292,угнетение,стресс,0.85,['избыток осадков'],"4 апреля – 22 апреля 2021, 19 дней, 5 наблюдений. NDVI ниже нормы в среднем на 1.4σ (минимум -1.6σ), это 0.29 по шкале NDVI. Осадки за 60 дней до эпизода: 6 мм при норме 2 мм (236 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Вероятная причина: переувлажнение — вымокание посева или сорванные полевые работы.","['landsat', 'modis', 's2']"
AOI-0033,2023,2023-05-15,2023-05-24,10,4,-1.17,-1.14,0.288,угнетение,стресс,0.68,[],"15 мая – 24 мая 2023, 10 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.1σ (минимум -1.2σ), это 0.29 по шкале NDVI. Осадки за 60 дней до эпизода: 67 мм при норме 47 мм (143 % нормы). Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 's2']"
AOI-0035,2012,2012-05-01,2012-06-09,40,5,-1.26,-1.15,0.29,угнетение,стресс,0.81,[],"1 мая – 9 июня 2012, 40 дней, 5 наблюдений. NDVI ниже нормы в среднем на 1.2σ (минимум -1.3σ), это 0.29 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, MODIS. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis']"
AOI-0035,2014,2014-05-23,2014-06-16,25,7,-1.35,-1.16,0.283,угнетение,стресс,0.84,[],"23 мая – 16 июня 2014, 25 дней, 7 наблюдений. NDVI ниже нормы в среднем на 1.2σ (минимум -1.3σ), это 0.28 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, MODIS. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis']"
AOI-0035,2018,2018-04-24,2018-06-14,52,14,-1.42,-1.26,0.304,угнетение,стресс,0.9,[],"24 апреля – 14 июня 2018, 52 дня, 14 наблюдений. NDVI ниже нормы в среднем на 1.3σ (минимум -1.4σ), это 0.30 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis', 's2']"
AOI-0035,2020,2020-04-29,2020-06-08,41,17,-1.35,-1.19,0.298,угнетение,стресс,0.9,[],"29 апреля – 8 июня 2020, 41 день, 17 наблюдений. NDVI ниже нормы в среднем на 1.2σ (минимум -1.4σ), это 0.30 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis', 's2']"
AOI-0035,2024,2024-05-02,2024-06-12,42,17,-1.37,-1.24,0.309,угнетение,стресс,0.9,[],"2 мая – 12 июня 2024, 42 дня, 17 наблюдений. NDVI ниже нормы в среднем на 1.2σ (минимум -1.4σ), это 0.31 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis', 's2']"
AOI-0037,2010,2010-04-25,2010-05-04,10,3,-1.92,-1.72,0.171,угнетение,низкое качество данных,0.29,[],"25 апреля – 4 мая 2010, 10 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.7σ (минимум -1.9σ), это 0.17 по шкале NDVI. Осадки за 60 дней до эпизода: 25 мм при норме 29 мм (87 % нормы). Все наблюдения эпизода с одного сенсора (Landsat). Мало наблюдений и один источник — возможен остаточный облачный эффект.",['landsat']
AOI-0037,2012,2012-05-24,2012-06-25,33,3,-1.5,-1.42,0.147,угнетение,стресс,0.84,['дефицит осадков'],"24 мая – 25 июня 2012, 33 дня, 3 наблюдения. NDVI ниже нормы в среднем на 1.4σ (минимум -1.5σ), это 0.15 по шкале NDVI. Осадки за 60 дней до эпизода: 34 мм при норме 71 мм (48 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Вероятная причина: дефицит влаги.","['landsat', 'modis']"
AOI-0037,2015,2015-04-07,2015-04-15,9,3,-1.64,-1.47,0.134,угнетение,стресс,0.74,['избыток осадков'],"7 апреля – 15 апреля 2015, 9 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.5σ (минимум -1.6σ), это 0.13 по шкале NDVI. Осадки за 60 дней до эпизода: 15 мм при норме 3 мм (541 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Вероятная причина: переувлажнение — вымокание посева или сорванные полевые работы.","['landsat', 'modis']"
AOI-0037,2019,2019-07-04,2019-07-08,5,3,-1.75,-1.3,0.12,угнетение,уборка,0.72,['дефицит осадков'],"4 июля – 8 июля 2019, 5 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.3σ (минимум -1.7σ), это 0.12 по шкале NDVI. Осадки за 60 дней до эпизода: 32 мм при норме 62 мм (52 % нормы). Дней жарче 30 °C за предшествующий месяц: 3 при норме 0. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.","['landsat', 's2']"
AOI-0037,2020,2020-07-27,2020-08-18,23,12,-2.23,-1.43,0.113,критическая,уборка,0.96,['дефицит осадков'],"27 июля – 18 августа 2020, 23 дня, 12 наблюдений. NDVI ниже нормы в среднем на 1.4σ (минимум -2.2σ), это 0.11 по шкале NDVI. Осадки за 60 дней до эпизода: 28 мм при норме 54 мм (51 % нормы). Дней жарче 30 °C за предшествующий месяц: 6 при норме 4. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.","['landsat', 'modis', 's2']"
