pid,year,norm_source,n_obs,n_artifacts,mean_z,share_days_depressed,ph_valid,ph_peak,ph_peak_doy,ph_base,ph_amplitude,ph_sos_doy,ph_half_decline_doy,ph_integral,ph_covered_days,dev_peak_ratio,dev_peak_shift_days,dev_sos_shift_days,dev_integral_ratio,dev_decline_shift_days
AOI-0021,2011,история полигона,39,2,1.895059232396117,0.0,True,0.8081131040545515,146,0.21962074159350373,0.5884923624610477,91,175.0,100.40484728974205,207,1.412774118292578,-2,-1,1.2828849135213958,-34.0
AOI-0021,2012,история полигона,30,0,-0.3388251929101053,0.107981220657277,True,0.6595344026419429,152,0.12087546418681051,0.5386589384551324,112,182.0,65.68965325492377,208,1.1313406738420557,5,20,0.8160194744948648,-25.0
AOI-0021,2013,история полигона,35,0,-0.01641256038531782,0.23943661971830985,True,0.8110884441264844,126,0.16155321335121384,0.6495352307752705,91,162.0,81.84217595006045,213,1.3957016790735814,-24,-1,1.028481869603536,-45.0
AOI-0021,2014,история полигона,49,3,-0.17626857595107442,0.0,True,0.7979274142830232,140,0.14916144734657466,0.6487659669364485,99,171.0,77.60091587526271,205,1.388848790829677,-9,7,0.9734973266700858,-34.0
AOI-0021,2015,история полигона,48,2,0.17988724913337792,0.13145539906103287,True,0.7206704261727495,205,0.15589476501265118,0.5647756611600983,115,244.0,83.65541956845888,213,1.2134228921159513,56,24,1.0524895252271207,52.0
AOI-0021,2016,история полигона,48,0,0.5189300461675347,0.0,True,0.7992955908499662,142,0.1999649794183092,0.599330611431657,92,174.0,94.60227299079705,213,1.3943606512125877,-7,0,1.2031439970981714,-35.0
AOI-0021,2017,история полигона,72,6,-0.19284740006106627,0.3286384976525822,True,0.6476767707417392,208,0.15635625104197579,0.4913205196997634,138,232.0,71.26284786415593,211,1.0667100963116412,61,47,0.8876554061929386,41.0
AOI-0021,2018,история полигона,60,1,-0.22821478105185383,0.15492957746478872,True,0.8116615122862454,146,0.08407040755578624,0.7275911047304592,91,174.0,80.24661374851681,213,1.4197207318337128,-2,-1,1.0068294566921365,-32.0
AOI-0021,2019,история полигона,88,7,0.20854918033600084,0.2676056338028169,True,0.6722130466730971,218,0.1641273239299001,0.508085722743197,145,237.0,80.28682615762892,213,1.1074119889693268,71,54,1.0073505969825167,46.0
AOI-0021,2020,история полигона,92,4,-0.4627725321454522,0.4131455399061033,True,0.6808007505723932,152,0.14056713773883078,0.5402336128335624,92,175.0,69.39062817522003,213,1.171447581875901,5,0,0.8639909873952991,-35.0
AOI-0021,2021,история полигона,80,4,-0.13922418877902573,0.056338028169014086,True,0.6732280452531569,169,0.18375237798964936,0.48947566726350755,116,199.0,70.93496857273905,213,1.1260676713531594,23,25,0.8831123754823248,3.0
AOI-0021,2022,история полигона,82,1,0.16970543353740744,0.0,True,0.8463900761173501,152,0.17637139533718366,0.6700186807801665,91,177.0,88.22505307819124,213,1.4860539710289815,5,-1,1.1145329916886166,-31.0
AOI-0021,2023,история полигона,86,6,0.17435199043054855,0.23943661971830985,True,0.7695097637363972,200,0.1696260027409248,0.5998837609954725,162,235.0,81.70441197109409,213,1.2596671232454397,53,71,1.02628720028734,48.0
AOI-0021,2024,история полигона,79,1,-0.12608958802960127,0.023474178403755867,True,0.7988450983700693,136,0.1603395280215015,0.6385055703485678,92,169.0,81.4127610939241,213,1.3911539843280003,-13,0,1.0237850682251468,-38.0
AOI-0021,2025,история полигона,74,5,-0.3369663590462613,0.03286384976525822,True,0.5702626358674567,142,0.08869196082373401,0.48157067504372275,100,192.0,68.7326241115609,211,0.9695589194013225,-7,9,0.854487064594909,-10.0
AOI-0022,2010,история полигона,33,2,-0.5655919958164011,0.2347417840375587,True,0.7436010582954594,157,-0.11126558617168811,0.8548666444671476,102,186.0,57.75226084553188,210,1.1984828283430815,8,11,0.7963557616239885,5.0
AOI-0022,2011,история полигона,41,3,0.8424434020874151,0.0,True,0.7963429597229558,152,0.15468226952815675,0.641660690194799,96,177.0,78.85414939695198,204,1.2942171859374396,2,5,1.1103956524092746,-5.0
AOI-0022,2012,история полигона,30,1,-0.21682926389776208,0.09859154929577464,True,0.682626663634201,120,0.12033653938006017,0.5622901242541408,92,164.0,68.38148220790914,208,1.0832975049369191,-32,0,0.9544551391755568,-17.0
AOI-0022,2013,история полигона,36,5,0.38980279477813107,0.2347417840375587,True,0.7121333810181271,179,0.14644455378672974,0.5656888272313974,133,208.0,73.71221478364525,189,1.1147382517665994,30,42,1.0278901365507658,30.0
AOI-0022,2014,история полигона,52,2,0.05409206168137873,0.009389671361502348,True,0.7872934856859823,140,0.12722025548039043,0.6600732302055919,91,169.0,76.63968718935129,213,1.271857791337406,-12,0,1.0747908253411835,-13.0
AOI-0022,2015,история полигона,47,0,-0.8811962116739868,0.41784037558685444,True,0.2670229808529455,145,0.12385446546108245,0.14316851539186307,95,189.0,41.49200751068027,213,0.41036774455551167,-5,4,0.5634201250115091,8.0
AOI-0022,2016,история полигона,45,2,0.3540743156611658,0.0,True,0.8337677962088219,136,0.14369535960719373,0.6900724366016282,92,172.0,87.17070232812748,213,1.351090749146152,-16,0,1.2373095559891305,-10.0
AOI-0022,2017,история полигона,72,4,0.16964661895962535,0.0,True,0.8239829982343412,135,0.13315476430082662,0.6908282339335146,91,176.0,83.32992278383543,211,1.340073842536467,-16,0,1.1764459596152548,-6.0
AOI-0022,2018,история полигона,60,3,0.14373991175783285,0.17370892018779344,True,0.632885856691928,175,0.13072608295586174,0.5021597737360662,122,219.0,69.68964181917143,213,0.9936089620748213,26,31,0.9709684162360341,40.0
AOI-0022,2019,история полигона,90,4,-0.1681970479763881,0.0,True,0.8004902905401913,143,0.11301563183059177,0.6874746587095995,91,169.0,73.39661872095445,213,1.2990500751607732,-8,0,1.0261838671796373,-13.0
AOI-0022,2020,история полигона,91,3,-0.30884831868370716,0.056338028169014086,True,0.7291086174588195,161,0.14176755606636635,0.5873410613924531,117,184.0,61.81649931025228,213,1.1611666277692805,13,25,0.8568911821608441,4.0
AOI-0022,2021,история полигона,80,6,0.2848286407686585,0.0,True,0.8276057810426735,139,0.15109472430738016,0.6765110567352933,91,177.0,82.82695470251312,213,1.348904531440226,-11,0,1.1684715922233277,-5.0
AOI-0022,2022,история полигона,82,2,1.3725708835776456,0.22065727699530516,True,0.8029158235891779,188,0.16851741856698857,0.6343984050221894,146,228.0,83.32334025314076,213,1.2431297460248785,40,55,1.1760359646241798,50.0
AOI-0022,2023,история полигона,87,4,0.18389705145771026,0.04225352112676056,True,0.8508574048888594,138,0.03176847901568647,0.819088925873173,91,174.0,84.6142039134789,213,1.3866359400400396,-13,0,1.1956138767139775,-8.0
AOI-0022,2024,история полигона,83,1,-1.014660737478656,0.3427230046948357,True,0.25965342357361604,119,0.14147601826115075,0.11817740531246529,92,143.0,38.31651666854211,213,0.39614841616365626,-31,0,0.5197992127076058,-38.0
AOI-0022,2025,история полигона,71,2,0.24716245139817056,0.0,True,0.8311416092061713,141,0.1425760163755965,0.6885655928305748,91,170.0,83.55846206333008,213,1.3552096510349938,-9,0,1.1798462192428385,-13.0
AOI-0023,2010,история полигона,32,5,-0.29179055935433174,0.24882629107981222,True,0.7561251716254551,193,0.05457853360876333,0.7015466380166918,157,225.0,63.40575861699019,189,1.1338322831178524,37,66,0.7758219469511373,30.0
AOI-0023,2011,история полигона,41,3,0.003677550735893828,0.0,True,0.8169457303627772,144,0.12822772531652668,0.6887180050462505,91,174.0,81.26075401248835,207,1.2646659423379283,-6,0,1.000644088215336,-28.0
AOI-0023,2012,история полигона,31,5,0.09104291002823586,0.18779342723004694,True,0.7729050010217126,182,0.10891215797192612,0.6639928430497865,125,221.0,79.09279643031913,201,1.151101838794029,32,33,0.9767332014786438,26.0
AOI-0023,2013,история полигона,35,0,0.5782486450975556,0.19248826291079812,True,0.8393607335845947,127,0.07946652719354733,0.7598942063910474,91,159.0,89.07603271736603,213,1.2771320484559354,-23,0,1.1028946192446225,-42.0
AOI-0023,2014,история полигона,49,0,-0.30149039878816514,0.07511737089201878,True,0.6803637025826444,180,0.10771603432223632,0.5726476682604081,91,214.0,71.27546709808134,213,1.015044027818248,30,0,0.8691953736427304,18.0
AOI-0023,2015,история полигона,47,0,-0.11387985646830005,0.06572769953051644,True,0.8225614363160636,140,0.14037654941459043,0.6821848869014732,91,168.0,80.5060244347782,213,1.2702305506722407,-10,0,0.9899044360653906,-34.0
AOI-0023,2016,история полигона,47,3,1.5770711057544349,0.09389671361502347,True,0.8078315815367878,186,-0.2283101976071421,1.03614177914393,92,290.0,109.36146126541789,212,1.2256788186875327,36,0,1.3802576293941995,96.0
AOI-0023,2017,история полигона,75,2,-0.09578572469100852,0.07042253521126761,True,0.8508302163865133,132,0.1050348490835575,0.7457953673029558,91,178.0,81.96008024583922,211,1.3213378991818505,-18,0,1.00911996213847,-24.0
AOI-0023,2018,история полигона,60,3,-0.3477512083945846,0.2863849765258216,True,0.7360491279142148,170,-0.10761182326358268,0.8436609511777975,91,218.0,68.37258867956106,213,1.1057861747022923,20,0,0.8316688707413711,22.0
AOI-0023,2019,история полигона,90,8,0.34239925896940343,0.1267605633802817,True,0.849734609617106,137,0.13596587509479768,0.7137687345223083,91,168.0,89.13109969422729,211,1.3172205762335412,-13,0,1.1045716993474095,-34.0
AOI-0023,2020,история полигона,91,1,-0.35369596581794066,0.19248826291079812,True,0.7536284677128409,92,0.14364214357893165,0.6099863241339092,92,164.0,71.20549895365025,213,1.137961736240077,-58,0,0.8716428870576086,-38.0
AOI-0023,2021,история полигона,81,2,-0.14694593456281552,0.056338028169014086,True,0.8128128316003675,166,0.1597615217508713,0.6530513098494962,108,191.0,73.20298099152822,213,1.230112428484407,16,17,0.8943549161527302,-11.0
AOI-0023,2022,история полигона,83,0,0.43936361764422543,0.0,True,0.859926775265287,149,0.1650337417260578,0.6948930335392293,91,179.0,98.34234101994859,213,1.3382423284958858,-1,0,1.2275504667841974,-25.0
AOI-0023,2023,история полигона,84,5,-0.0007345599350438273,0.27699530516431925,True,0.7980781775917934,186,0.14958898955248348,0.64848918803931,140,227.0,80.42197045154764,213,1.1781499536288835,36,49,0.9879945122865142,33.0
AOI-0023,2024,история полигона,81,1,-0.14480848519444664,0.2535211267605634,True,0.8878361641719708,131,0.10654891921333945,0.7812872449586313,92,169.0,81.77378620240756,213,1.3808636043796816,-19,0,1.0097156613815776,-34.0
AOI-0023,2025,история полигона,76,2,-0.4324171271349349,0.14553990610328638,True,0.7014487248887634,180,0.14206823367120205,0.5593804912175614,128,195.0,63.80809210771609,211,1.056747330394219,30,37,0.7736779917300939,-4.0
AOI-0024,2025,среднее по культуре (истории полигона нет),71,2,-0.4423164337552901,0.3004694835680751,True,0.5711852831636208,180,0.12201952753806658,0.4491657556255543,137,210.0,59.49444897180608,211,0.916032040234451,30,46,0.7633438707580473,21.0
AOI-0025,2025,среднее по культуре (истории полигона нет),40,2,-1.1383150096662795,0.6666666666666666,True,0.21325096408276129,99,0.14621835394590785,0.06703261013685344,91,173.0,48.66323219212172,201,0.35648837724557414,-48,0,0.5695811679259133,-22.0
AOI-0026,2010,история полигона,19,2,0.8723334208550662,0.20187793427230047,True,0.7357506763527203,192,0.12821541114760832,0.607535265205112,91,219.0,70.07148966554358,196,1.1633803252857626,51,0,0.9846180555356691,46.0
AOI-0026,2011,история полигона,25,0,0.7478560873865658,0.0,True,0.7892471064451386,147,0.18107623875463097,0.6081708676905077,91,171.0,84.67500852920742,213,1.2711143523635395,10,0,1.2000579906291793,-4.0
AOI-0026,2012,история полигона,23,1,-1.0300776010169688,0.5446009389671361,True,0.26026189023403723,120,0.11850965344788313,0.14175223678615412,93,169.0,37.159359408413664,207,0.395947953355242,-17,1,0.5053709734456568,-5.0
AOI-0026,2013,история полигона,19,1,0.3793880895300639,0.014084507042253521,True,0.8283657759803609,127,0.09699605701542556,0.7313697189649353,91,167.0,79.9684706096969,204,1.3343613335960256,-10,0,1.1313507290359688,-8.0
AOI-0026,2014,история полигона,29,5,-0.31984073059413337,0.04225352112676056,True,0.763076004904646,140,0.12570147178189234,0.6373745331227536,116,166.0,58.13768209050766,188,1.23029216630902,3,25,0.8118561590006096,-9.0
AOI-0026,2015,история полигона,29,2,0.591216288577255,0.03755868544600939,True,0.8337065603707569,136,0.12348993961792122,0.7102166207528356,91,174.0,88.02325688890059,213,1.3557141740100356,-1,0,1.251874050430704,-1.0
AOI-0026,2016,история полигона,29,1,-0.1351312427913052,0.3380281690140845,True,0.354833490379785,139,0.13899410018917907,0.21583939019060594,92,162.0,53.91950006291626,209,0.5465881875781429,2,0,0.7450165824638594,-12.0
AOI-0026,2017,история полигона,41,1,0.44386693592136056,0.0,True,0.8562466905189324,126,0.12896276577368898,0.7272839247452434,91,177.0,91.78619227530578,209,1.3949770086899362,-11,0,1.3119121818698465,3.0
AOI-0026,2018,история полигона,39,1,0.3206680456159699,0.20657276995305165,True,0.588860313874885,165,0.01796441865884459,0.5708958952160404,91,224.0,69.1723562417877,210,0.917265996138294,28,0,0.9656511526103765,51.0
AOI-0026,2019,история полигона,58,6,-0.19266486116589068,0.051643192488262914,True,0.8200789946308964,141,0.12166246160013255,0.6984165330307639,91,168.0,73.35820439972892,213,1.3302235312272053,4,0,1.0285879755966656,-7.0
AOI-0026,2020,история полигона,59,1,-1.065646139202801,0.460093896713615,True,0.21664378826937822,129,0.11915913169556834,0.09748465657380988,92,175.0,35.86877861864399,213,0.32872039445902274,-8,0,0.4865056314122212,1.0
AOI-0026,2021,история полигона,52,3,0.3746247373932359,0.009389671361502348,True,0.87820465019243,138,0.11497479947605141,0.7632298507163786,96,182.0,89.77402539440604,213,1.4354979141124886,1,5,1.2784658647788396,9.0
AOI-0026,2022,история полигона,61,2,-0.27163860535290524,0.06103286384976526,True,0.7542428352867658,150,0.10685005406617977,0.6473927812205861,104,172.0,64.73588616457695,213,1.1980806700141573,13,13,0.9000699523947547,-2.0
AOI-0026,2023,история полигона,56,4,0.9275741687119248,0.03286384976525822,True,0.8717515987117704,138,-0.016649507400338003,0.8884011061121084,91,181.0,99.44748915959696,213,1.4239578647730544,1,0,1.4299055034546646,7.0
AOI-0026,2024,история полигона,54,3,-1.0792300910943902,0.41784037558685444,True,0.2409802586894909,111,0.1325307226553906,0.10844953603410032,92,133.0,34.554861927672746,213,0.36409244665387724,-26,0,0.4680256271555158,-41.0
AOI-0026,2025,история полигона,50,7,0.2093544119902058,0.107981220657277,True,0.8850200015546531,126,0.12221926897665693,0.7628007325779962,95,175.0,87.30534381230194,209,1.4453342850035382,-11,4,1.242547545728755,1.0
AOI-0027,2010,история полигона,18,0,0.21821380706225035,0.07511737089201878,True,0.6913218364970143,153,0.1497531580958053,0.541568678401209,104,200.0,95.65733605032544,212,1.0695047867998628,5,10,1.0063565991107437,15.0
AOI-0027,2011,история полигона,27,1,-0.13804193670168588,0.06572769953051644,True,0.7379943724343464,152,0.17868098620672698,0.5593133862276194,109,185.0,88.31479755300873,207,1.1481546674749827,3,18,0.9252669694287681,-2.0
AOI-0027,2012,история полигона,24,0,0.22384311558929113,0.06572769953051644,True,0.6366994252528624,197,0.1266476183799894,0.510051806872873,96,251.0,97.12972107621292,207,0.9695312411771979,50,4,1.024798257852594,63.0
AOI-0027,2013,история полигона,20,1,-0.7734252179424126,0.22065727699530516,True,0.5754004715554064,143,0.11777462857002055,0.4576258429853859,91,166.0,72.96430719319258,188,0.8763745674488775,-8,-4,0.7572327859547169,-21.0
AOI-0027,2014,история полигона,29,1,-0.18758105744910608,0.14553990610328638,True,0.8903363723648756,100,0.22560207193944032,0.6647343004254354,100,165.0,92.09542187755713,204,1.3872885427552908,-50,4,0.9684001110988795,-23.0
AOI-0027,2015,история полигона,29,0,0.04662064995996398,0.03286384976525822,True,0.8141151047128957,140,0.22328740241188735,0.5908277023010083,95,177.0,99.2413722442652,213,1.275480098481818,-9,4,1.0463445100880224,-10.0
AOI-0027,2016,история полигона,29,1,0.19992427957260803,0.028169014084507043,True,0.8327885463818779,129,0.29753117860276085,0.535257367779117,92,165.0,101.95283328037843,209,1.2966545719242426,-21,-1,1.079366190597485,-35.0
AOI-0027,2017,история полигона,40,0,-0.27022066594007244,0.1784037558685446,True,0.789539991127597,154,0.191557872819809,0.597982118307788,104,190.0,86.3935384176698,209,1.2333911664763706,6,13,0.9033752419123964,5.0
AOI-0027,2018,история полигона,41,0,0.163771901516023,0.0,True,0.8295544747803866,129,0.18703076858659676,0.6425237061937898,91,173.0,103.49308299467458,213,1.29761106594105,-21,-7,1.0945285329944279,-14.0
AOI-0027,2019,история полигона,51,4,-0.3324393586235241,0.27230046948356806,True,0.6721791114570537,170,0.167756673660656,0.5044224377963977,117,236.0,83.8271535690804,213,1.0175461818346987,23,22,0.874214825580031,55.0
AOI-0027,2020,история полигона,56,0,-0.22159901822919856,0.14553990610328638,True,0.8156767230204114,151,0.19938934172640996,0.6162873812940014,104,175.0,91.09663445920052,213,1.279490782165572,2,12,0.9557465532427579,-27.0
AOI-0027,2021,история полигона,55,2,0.8534616287180418,0.29577464788732394,True,0.7184977916288986,194,0.14900710666656028,0.5694906849623383,106,278.0,105.11754975935338,213,1.0876860857287927,47,15,1.1131497992807087,97.0
AOI-0027,2022,история полигона,52,1,0.6502198778506767,0.03286384976525822,True,0.7453508111975643,187,0.2050844783705025,0.5402663328270618,91,239.0,108.77231019498382,213,1.1318847510331695,38,-5,1.1546732370506163,58.0
AOI-0027,2023,история полигона,53,1,0.7902967125690682,0.0,True,0.8501197819843144,127,0.27581218340691155,0.5743075985774029,91,165.0,113.5202514625118,208,1.3240438648874218,-23,-6,1.2110716344598864,-24.0
AOI-0027,2024,история полигона,50,0,-1.236034080267905,0.5023474178403756,True,0.38964733224446885,120,0.20609106695326718,0.18355626529120167,95,231.0,64.41410723791218,213,0.5801605432922271,-29,3,0.6634566646099703,37.0
AOI-0027,2025,история полигона,41,0,0.5013554556392649,0.352112676056338,True,0.8057778646203797,132,0.22623646749455192,0.5795413971258278,91,168.0,102.91024412301363,213,1.2511220397512848,-18,0,1.0885987186895445,-62.0
AOI-0028,2010,история полигона,16,1,0.14678861871198393,0.0,True,0.9584023338394425,114,0.11494602120714267,0.8434563126322998,114,165.0,64.73831974643834,181,1.5823837302145578,-37,23,0.8839901108785224,-16.0
AOI-0028,2011,история полигона,22,0,0.8387389696771659,0.2112676056338028,True,0.7379478279881945,189,0.12585734508300964,0.6120904829051849,122,226.0,80.2333586707656,213,1.1674450598341681,38,31,1.096424362135848,49.0
AOI-0028,2012,история полигона,20,2,-0.34300444786633255,0.0,True,1.1167612500789774,118,0.13508399104738103,0.9816772590315964,118,151.0,54.862742476859125,175,1.818264473552605,-33,26,0.7453986884282588,-31.0
AOI-0028,2013,история полигона,15,2,-0.3426396685291476,0.18779342723004694,True,0.3146794018177875,150,0.1742509514746531,0.14042845034313436,98,178.0,38.80631565903589,147,0.5103037940979778,1,7,0.5186191065343373,-3.0
AOI-0028,2014,история полигона,24,3,-0.15025855326235146,0.11267605633802817,True,0.8701169266265962,100,0.11835763355068388,0.7517592930759124,100,168.0,76.18853774117508,190,1.4474034010072083,-51,9,1.0436013618454485,-13.0
AOI-0028,2015,история полигона,26,4,0.18588187148324253,0.1267605633802817,True,0.6938781046886406,175,0.11853504579215511,0.5753430588964855,113,221.0,75.72761316745674,213,1.1155482855562018,24,22,1.0308770953378594,44.0
AOI-0028,2016,история полигона,21,1,-0.04831465473725859,0.004694835680751174,True,0.7962732076689832,131,0.10489909328542298,0.6913741143835602,92,171.0,80.29056212229067,213,1.313048266033812,-20,0,1.1026193380372264,-10.0
AOI-0028,2017,история полигона,36,2,0.3636713332564075,0.014084507042253521,True,0.798818653716246,149,0.14632784794161716,0.6524908057746289,109,173.0,72.81924672974071,209,1.3269169339147062,-2,18,0.9907034118218921,-7.0
AOI-0028,2018,история полигона,33,0,0.07697284920122914,0.028169014084507043,True,0.8579406906381982,122,0.030414907239676325,0.8275257833985219,91,170.0,81.69848617616343,210,1.426529811367371,-29,-1,1.1223310391183448,-11.0
AOI-0028,2019,история полигона,51,0,-0.4150401179237059,0.3755868544600939,True,0.2249846958509915,132,0.1362755963131559,0.08870909953783562,91,157.0,48.382148222415935,213,0.3490072890189282,-19,0,0.6431087646375082,-22.0
AOI-0028,2020,история полигона,49,2,0.17232218699450422,0.0,True,0.859189648699975,134,0.1275977416036818,0.7315919070962933,92,177.0,89.27680466791243,213,1.4351495837962343,-17,0,1.238113208080153,-6.0
AOI-0028,2021,история полигона,45,5,0.937149214806346,0.27230046948356806,True,0.8284560726097371,186,-0.12959340618857282,0.9580494787983099,103,236.0,83.282589467294,208,1.3105189699461155,35,12,1.1440375838214216,60.0
AOI-0028,2022,история полигона,52,2,0.086302701152386,0.09859154929577464,True,0.8719834172141239,134,0.10829873630016255,0.7636846809139614,91,177.0,87.97368349784432,213,1.4603164961288082,-17,-1,1.2154732047712953,-2.0
AOI-0028,2023,история полигона,46,2,-0.5394936068315073,0.28169014084507044,True,0.25741301408642675,148,0.1473595397726818,0.11005347431374496,105,169.0,43.579825632979755,195,0.40214776615794207,-3,14,0.5803839742679057,-9.0
AOI-0028,2024,история полигона,45,0,-0.22990925350130773,0.22065727699530516,True,0.8589294607772491,127,0.10363635907013213,0.7552931017071169,92,164.0,78.33062940860621,213,1.4153540072834383,-24,0,1.0748197708356568,-20.0
AOI-0028,2025,история полигона,52,4,-0.30968535502396366,0.06103286384976526,True,0.7002268351054413,161,0.01069630415517191,0.6895305309502694,97,189.0,60.87365259802641,206,1.1443051475878265,10,6,0.8171530404657346,11.0
AOI-0029,2025,среднее по культуре (истории полигона нет),53,2,-0.1609482969727151,0.38967136150234744,True,0.8741979592296362,126,0.11565253313963444,0.7585454260900018,91,172.0,84.11308452798434,213,1.4613833668588696,-21,0,0.9845056886923471,-23.0
AOI-0030,2010,история полигона,19,0,-1.18315434956385,0.5774647887323944,True,0.7741276619943163,149,0.3429357408351245,0.43119192115919175,91,230.0,116.58229043675264,213,0.9871809941261274,-1,-11,0.8912259389800501,-37.0
AOI-0030,2011,история полигона,25,0,-0.5735556843979944,0.3145539906103286,True,0.7974878059741889,150,0.2520313614006697,0.5454564445735193,116,269.0,122.45516527388101,213,1.0190325943657101,0,13,0.9389636473284182,7.0
AOI-0030,2012,история полигона,23,0,-0.6059302629951854,0.3192488262910798,True,0.7640567852642751,146,-0.007896820171415209,0.7719536054356904,92,295.0,121.0660070350548,207,0.9733132406232814,-4,-13,0.9280614148091041,31.0
AOI-0030,2013,история полигона,19,0,0.11814805800164146,0.13615023474178403,True,0.7709170917780789,178,0.29599187176677755,0.47492522001130133,101,277.0,131.00888677004758,212,0.9775022639898876,29,-3,1.0091473624255758,14.0
AOI-0030,2014,история полигона,27,1,-0.5245736890962823,0.5633802816901409,True,0.8136138326818911,145,0.1917706585577274,0.6218431741241637,91,264.0,122.8062111568147,207,1.0405865449160498,-6,-12,0.9432601022760764,-3.0
AOI-0030,2015,история полигона,31,1,-0.31076551553886583,0.1643192488262911,True,0.7925910859903655,152,0.33176404696116957,0.460827039029196,112,251.0,125.6682054508438,213,1.012253750328472,2,9,0.9651991843088092,-15.0
AOI-0030,2016,история полигона,26,0,-0.11011120628409603,0.10328638497652583,True,0.774881222802558,139,0.31344652652207367,0.46143469628048434,92,254.0,129.09896235254084,213,0.9869013287187224,-11,-12,0.9920381877371084,-11.0
AOI-0030,2017,история полигона,43,0,0.36136558107174177,0.0,True,0.8148354807774855,149,0.31365936718439935,0.5011761135930861,100,269.0,131.7081515409156,209,1.0427296253453529,-1,-4,1.0158950613432876,6.0
AOI-0030,2018,история полигона,37,0,-0.5843826365080801,0.24882629107981222,True,0.7783096516549247,150,0.11925198121382487,0.6590576704410999,91,284.0,122.27345155413272,210,0.9929045491288414,0,-13,0.9380974543353829,21.0
AOI-0030,2019,история полигона,53,2,0.06013849426615243,0.08450704225352113,True,0.8209227022642926,148,0.33950618840054997,0.4814165138637427,109,249.0,130.2650449673998,213,1.0510627162265211,-2,6,1.002865296890272,-16.0
AOI-0030,2020,история полигона,60,4,-0.6069309868987115,0.26291079812206575,True,0.7718897587472512,158,0.37083306371755415,0.40105669502969704,118,217.0,122.37874309034318,213,0.9828855330878837,9,14,0.9374534234006929,-46.0
AOI-0030,2021,история полигона,52,3,0.0742798742820151,0.1784037558685446,True,0.7833989685103369,161,0.23539121541437308,0.5480077530959637,107,232.0,128.6190509947388,213,0.9994271507481899,11,3,0.9893378061999737,-29.0
AOI-0030,2022,история полигона,55,3,0.9471498701809128,0.09859154929577464,True,0.8445244052654765,152,0.08049002150980597,0.7640343837556705,96,,138.27495929348373,211,1.0834463538420525,2,-9,1.0695776710948335,
AOI-0030,2023,история полигона,51,1,1.6016689702925342,0.0,True,0.8072896655740454,169,0.409252251500863,0.3980374140731824,99,268.0,144.05240510620982,207,1.030221783728432,19,-5,1.1186267089407655,6.0
AOI-0030,2024,история полигона,49,0,0.6456352502951664,0.0,True,0.7951489126163136,148,0.3026725022501329,0.4924764103661807,99,274.0,137.5840963642288,213,1.015785910317694,-2,-6,1.0622280925666419,12.0
AOI-0030,2025,история полигона,55,2,1.0579185578357237,0.0,True,0.7672343242960888,150,0.4240128226242571,0.34322150167183174,91,271.0,142.03066755045538,213,0.9778544674053226,0,-12,1.1012712576822106,6.0
AOI-0031,2010,история полигона,37,0,-0.4130408068737097,0.3145539906103286,True,0.6202576910168585,138,0.09713136087934793,0.5231263301375105,92,162.0,58.834109463393844,212,1.229699750451075,-2,0,1.017358006403585,-3.0
AOI-0031,2011,история полигона,30,0,-0.13135190492391605,0.14553990610328638,True,0.48661302109675686,151,0.16106053480229018,0.32555248629446665,122,174.0,48.92604078518111,203,0.9384492718267321,12,30,0.8379532515351731,10.0
AOI-0031,2012,история полигона,18,0,-0.8542248997460485,0.6056338028169014,True,0.23084672497895214,106,0.1071148414847654,0.12373188349418675,106,134.0,31.070255169312425,191,0.43113074654385347,-34,14,0.5243185774119192,-31.0
AOI-0031,2013,история полигона,37,0,0.19064995501457152,0.0,True,0.5975901542281534,127,0.15789316531411662,0.4396969889140368,91,153.0,62.706996659468295,213,1.1730790513427451,-13,-1,1.088996868794295,-13.0
AOI-0031,2014,история полигона,35,0,-0.6540287209858905,0.13615023474178403,True,0.36652003270867933,147,0.12926294618448742,0.23725708652419192,92,175.0,42.76611679289893,212,0.7022094826252185,7,0,0.7254965181169915,10.0
AOI-0031,2015,история полигона,43,0,-0.09173324205791808,0.1643192488262911,True,0.4413009817382252,153,0.11231232471066042,0.32898865702756475,113,185.0,49.62487942985683,208,0.8497488692385703,14,22,0.8493003244560725,21.0
AOI-0031,2016,история полигона,39,1,0.5002444010054478,0.0,True,0.8024528409480093,140,0.1749135326728023,0.627539308275207,92,166.0,71.01634454951402,197,1.626131488424543,2,0,1.2417286005358532,1.0
AOI-0031,2017,история полигона,57,2,0.7929098208827927,0.0,True,0.696849569799843,144,0.1642412662637423,0.5326083035361007,99,167.0,68.66134880425497,198,1.3956205844828407,4,8,1.2050680817441777,2.0
AOI-0031,2018,история полигона,44,0,0.5499319595743262,0.09859154929577464,True,0.6296604075839832,123,0.08192835633013719,0.547732051253846,98,154.0,64.54736305441423,213,1.2366661547302595,-17,7,1.1227751077919434,-12.0
AOI-0031,2019,история полигона,80,5,1.547794575701625,0.0,True,0.7053320648902395,134,0.14877354673512322,0.5565585181551163,96,153.0,77.92968067302502,208,1.4095120172594373,-6,5,1.3813459915396498,-14.0
AOI-0031,2020,история полигона,86,2,-0.5033085298751121,0.2300469483568075,True,0.5115089383898338,136,0.10464055916015322,0.40686837922968055,92,172.0,54.05666117427874,213,0.9997036031526104,-4,0,0.9300806457075196,7.0
